id,serviceType,subscriptionType,bd,location,spending,status,serviceRate,signUpDate
361,TV,Special,2005-10-24,Uzhhorod,200,Active,5,2004-06-07
362,Mobile,Economy,1992-12-08,Kyiv,700,Active,4,2003-12-15
363,Mobile,Economy,2009-09-10,Kyiv,200,Active,4,2002-11-07
364,Mobile,Special,1978-08-03,Kyiv,500,Potential,4,2008-06-28
365,TV,Economy,1986-04-11,Dnipro,200,Potential,5,2003-10-24
366,Mobile,Premium,1986-08-26,Kyiv,100,Inactive,1,2005-07-14
367,TV,Business,1928-01-01,Lviv,100,Active,5,2001-02-12
368,Mobile,Standard,2013-06-04,Ternopil,50,Inactive,5,2010-10-28
369,Mobile,Economy,1994-09-02,Ternopil,100,Active,4,2002-06-20
370,Mobile,Economy,1970-01-16,Mykolaiv,500,Active,4,2003-08-08
371,Mobile,Economy,1999-04-14,Rivne,300,Active,1,2002-05-18
372,Internet,Standard,1980-05-04,Dnipro,300,Active,5,2012-03-07
373,Internet,Premium,2008-05-07,Rivne,300,Active,5,2012-08-25
374,Mobile,Standard,1998-07-24,Kharkiv,200,Active,2,2001-05-22
375,Mobile,Standard,2021-06-08,Kharkiv,100,Active,4,2007-08-26
376,Internet,Standard,1928-01-01,Uzhhorod,700,Active,3,2000-08-05
377,TV,Standard,1978-12-08,Lviv,200,Active,4,2000-03-01
378,Fixed Line,Business,1967-05-24,Sumy,200,Inactive,5,2009-12-01
379,TV,Economy,1990-07-22,Dnipro,900,Active,5,2000-10-08
380,Mobile,Business,2017-05-14,Kyiv,200,Active,3,2000-12-02
381,TV,Standard,2022-02-20,Kyiv,500,Inactive,2,2005-02-08
382,Mobile,Economy,1968-03-31,Kyiv,500,Active,5,2009-04-17
383,Mobile,Economy,2009-03-08,Zhytomyr,100,Active,3,2001-02-24
384,TV,Economy,2014-08-13,Kropyvnytskyi,50,Inactive,1,2000-08-30
385,TV,Standard,2000-06-03,Odesa,900,Active,4,2000-06-09
386,Internet,Economy,2008-01-18,Odesa,200,Inactive,3,2000-02-20
387,Mobile,Business,1994-02-17,Lviv,50,Active,5,2000-09-04
388,Mobile,Standard,2004-11-24,Mykolaiv,200,Active,2,2015-08-28
389,Mobile,Business,1990-04-17,Lviv,300,Active,4,2000-07-19
390,TV,Economy,1970-06-06,Khmelnytskyi,300,Active,3,2004-12-25
391,Mobile,Economy,2017-01-16,Cherkasy,700,Active,5,2013-11-23
392,TV,Economy,2012-01-23,Zhytomyr,700,Active,4,2005-05-30
393,Mobile,Economy,2007-04-14,Vinnytsia,700,Active,5,2000-03-07
394,TV,Business,1933-06-05,Chernihiv,50,Inactive,4,2004-12-19
395,TV,Economy,2010-07-22,Poltava,300,Inactive,1,2012-10-11
396,Mobile,Standard,2009-11-12,Mykolaiv,100,Inactive,3,2002-02-17
397,Mobile,Economy,1993-12-27,Mykolaiv,100,Active,5,2002-01-22
398,TV,Standard,2008-02-16,Zaporizhzhia,500,Active,4,2001-07-26
399,Internet,Business,1940-04-21,Poltava,200,Active,4,2003-11-09
400,Internet,Standard,1961-06-08,Khmelnytskyi,700,Active,5,2001-06-27
401,Internet,Premium,2003-04-13,Khmelnytskyi,50,Inactive,1,2007-01-17
402,Mobile,Economy,1994-08-31,Cherkasy,500,Active,5,2005-09-01
403,TV,Business,2021-05-14,Kyiv,100,Potential,3,2002-10-21
404,Mobile,Premium,1990-06-05,Kyiv,100,Inactive,3,2007-01-08
405,TV,Standard,1989-05-17,Rivne,200,Inactive,3,2000-07-26
406,Mobile,Standard,2010-10-26,Kyiv,200,Active,5,2007-07-31
407,Fixed Line,Business,2016-03-18,Lviv,200,Inactive,4,2005-01-21
408,Mobile,Standard,1955-06-27,Lviv,700,Potential,2,2005-06-11
409,Mobile,Premium,2007-10-09,Zaporizhzhia,300,Inactive,2,2000-05-13
410,Mobile,Standard,1993-12-20,Zaporizhzhia,100,Active,2,2005-04-09
411,Fixed Line,Economy,2022-01-28,Odesa,100,Active,5,2003-09-24
412,Internet,Premium,2008-05-14,Lviv,200,Active,4,2003-08-23
413,TV,Standard,1976-06-20,Ternopil,200,Potential,5,2002-02-15
414,Mobile,Standard,2009-07-30,Khmelnytskyi,300,Potential,5,2000-01-16
415,Internet,Standard,1997-09-12,Kyiv,100,Active,5,2003-01-03
416,Fixed Line,Economy,2016-07-21,Kyiv,300,Inactive,3,2002-10-21
417,Mobile,Premium,2008-04-02,Cherkasy,50,Potential,3,2003-01-04
418,Mobile,Business,1951-02-08,Mykolaiv,200,Active,4,2005-03-08
419,Mobile,Business,2000-02-14,Sumy,300,Active,4,2001-12-14
420,Mobile,Economy,1959-06-06,Uzhhorod,100,Active,4,2001-09-19
421,Mobile,Standard,1959-05-28,Zhytomyr,500,Inactive,2,2003-10-09
422,Internet,Business,1944-01-06,Lviv,300,Active,5,2004-11-29
423,Mobile,Standard,1961-03-12,Kyiv,300,Inactive,2,2004-08-02
424,Fixed Line,Standard,2022-11-30,Poltava,200,Active,3,2011-09-08
425,TV,Business,1948-07-30,Mykolaiv,700,Active,5,2008-01-10
426,Internet,Standard,2018-12-15,Zaporizhzhia,300,Active,3,2000-04-17
427,Internet,Standard,2021-11-20,Kropyvnytskyi,200,Active,2,2004-07-15
428,Mobile,Economy,2021-06-11,Sumy,100,Active,3,2002-12-17
429,TV,Economy,2011-04-03,Uzhhorod,50,Active,2,2002-06-14
430,Mobile,Economy,1996-06-14,Kyiv,100,Active,3,2017-05-06
431,Internet,Business,2008-11-29,Kyiv,900,Active,3,2003-05-05
432,IoT,Standard,2022-04-18,Sumy,200,Active,4,2006-12-16
433,Internet,Standard,2005-04-14,Lviv,500,Active,4,2018-09-10
434,Fixed Line,Business,2007-01-09,Kyiv,100,Active,4,2000-11-23
435,Mobile,Standard,1984-04-15,Khmelnytskyi,200,Active,4,2000-04-22
436,Mobile,Standard,2014-01-09,Zhytomyr,900,Inactive,3,2002-01-22
437,Fixed Line,Economy,2016-04-14,Lviv,50,Active,2,2000-03-31
438,Mobile,Business,2014-11-28,Sumy,200,Active,5,2000-09-05
439,Fixed Line,Economy,2013-02-02,Kyiv,700,Potential,4,2026-03-30
440,Mobile,Economy,1997-12-21,Odesa,700,Inactive,2,2017-08-25
441,TV,Economy,2005-07-17,Poltava,500,Active,5,2006-06-08
442,Mobile,Economy,2011-10-03,Ternopil,500,Active,5,2007-08-28
443,Internet,Economy,2010-03-01,Kyiv,300,Inactive,3,2000-10-29
444,Internet,Standard,2010-04-24,Odesa,100,Inactive,5,2004-12-13
445,Mobile,Economy,1928-01-01,Lviv,300,Active,4,2000-12-01
446,Mobile,Standard,2015-09-28,Kropyvnytskyi,900,Active,5,2002-08-08
447,Mobile,Economy,1976-05-07,Chernihiv,200,Active,2,2002-04-27
448,Mobile,Economy,1989-04-12,Dnipro,100,Active,3,2005-03-18
449,Mobile,Standard,2022-11-07,Kyiv,200,Potential,5,2000-06-15
450,Mobile,Business,1928-01-01,Zaporizhzhia,300,Active,1,2000-08-06
451,Internet,Business,1984-05-02,Cherkasy,100,Active,1,2005-02-25
452,Mobile,Special,1991-08-06,Mykolaiv,300,Potential,5,2005-07-14
453,IoT,Standard,2008-10-09,Odesa,200,Active,3,2002-04-10
454,Internet,Standard,2000-10-27,Kropyvnytskyi,300,Active,5,2000-11-13
455,Mobile,Standard,2015-01-03,Kharkiv,200,Active,4,2011-11-23
456,Mobile,Standard,2022-01-05,Odesa,100,Active,5,2000-04-18
457,TV,Economy,1973-07-02,Odesa,300,Inactive,4,2006-12-02
458,Mobile,Standard,1960-11-27,Kharkiv,200,Active,4,2000-10-28
459,Internet,Economy,2018-02-24,Khmelnytskyi,200,Active,3,2005-07-21
460,Internet,Standard,1980-08-27,Ivano-Frankivsk,100,Active,5,2005-12-19
461,Mobile,Standard,1985-12-31,Zaporizhzhia,200,Inactive,3,2008-12-05
462,TV,Economy,2017-08-16,Kyiv,200,Active,3,2002-10-02
463,Mobile,Economy,2008-01-02,Kyiv,900,Active,2,2000-02-14
464,Mobile,Economy,2007-12-17,Kharkiv,300,Inactive,2,2009-02-14
465,TV,Special,1983-12-08,Ivano-Frankivsk,500,Potential,3,2003-03-20
466,Internet,Economy,1973-03-24,Ternopil,200,Inactive,5,2010-04-13
467,TV,Economy,2020-04-11,Lviv,200,Active,3,2008-03-11
468,Internet,Business,2000-05-04,Kyiv,100,Active,3,2003-10-11
469,Fixed Line,Standard,1983-09-24,Dnipro,300,Active,5,2040-08-13
470,TV,Economy,1980-10-07,Khmelnytskyi,200,Inactive,4,2003-05-25
471,Mobile,Economy,2018-08-14,Vinnytsia,300,Inactive,5,2006-07-12
472,Fixed Line,Economy,2002-08-04,Odesa,200,Potential,5,2006-01-25
473,Internet,Economy,1969-08-24,Odesa,100,Inactive,2,2003-12-30
474,Mobile,Economy,2012-07-03,Kyiv,100,Active,5,2004-10-26
475,Internet,Standard,2007-11-06,Kharkiv,500,Inactive,2,2008-10-10
476,Mobile,Business,1978-05-03,Sumy,100,Inactive,5,2004-08-22
477,Fixed Line,Standard,2020-06-10,Kropyvnytskyi,100,Inactive,4,2003-04-11
478,Internet,Standard,1969-04-09,Kharkiv,700,Potential,4,2005-12-09
479,IoT,Economy,2012-10-18,Kyiv,300,Active,5,2000-03-13
480,Mobile,Economy,2022-12-18,Chernihiv,100,Active,5,2000-08-19
481,Internet,Business,2015-09-13,Ternopil,100,Active,4,2000-09-25
482,Mobile,Economy,2020-06-08,Kyiv,100,Active,4,2003-01-14
483,Internet,Business,2020-05-07,Rivne,200,Active,2,2011-03-31
484,Fixed Line,Standard,1990-09-08,Mykolaiv,300,Potential,5,2005-08-23
485,Fixed Line,Business,2016-05-30,Kharkiv,100,Potential,2,2019-09-13
486,TV,Economy,1948-04-10,Vinnytsia,500,Inactive,5,2000-03-22
487,TV,Economy,2003-02-10,Uzhhorod,100,Active,4,2007-01-04
488,Mobile,Premium,2006-02-16,Chernihiv,100,Active,4,2002-01-24
489,Mobile,Premium,2007-05-29,Kyiv,900,Active,4,2000-02-17
490,Internet,Economy,1990-09-16,Kyiv,100,Active,5,2009-07-28
491,Mobile,Special,2006-07-10,Kyiv,500,Active,5,2000-12-21
492,Mobile,Economy,2019-03-27,Ternopil,300,Inactive,3,2001-04-26
493,Internet,Economy,1964-11-30,Kharkiv,50,Active,5,2002-04-12
494,Mobile,Standard,2007-09-09,Vinnytsia,200,Active,5,2008-07-02
495,Mobile,Premium,2020-11-24,Sumy,200,Active,5,2005-05-13
496,TV,Special,2002-05-15,Odesa,700,Potential,5,2001-09-07
497,Mobile,Standard,1994-06-20,Ternopil,200,Inactive,5,2001-01-04
498,Mobile,Economy,2014-03-06,Kharkiv,200,Potential,1,2000-08-20
499,Mobile,Standard,1978-11-22,Dnipro,100,Inactive,4,2000-11-20
500,TV,Economy,1992-09-01,Odesa,300,Active,5,2011-02-04
501,IoT,Standard,1994-03-27,Kropyvnytskyi,100,Potential,5,2014-01-06
502,Internet,Standard,2008-01-19,Sumy,50,Active,4,2018-11-03
503,Mobile,Economy,1933-07-13,Kyiv,900,Active,5,2009-11-09
504,TV,Standard,2014-03-25,Chernivtsi,100,Active,5,2011-12-16
505,Internet,Standard,1999-05-27,Sumy,100,Inactive,3,2009-04-09
506,TV,Premium,2012-11-18,Kyiv,300,Potential,3,2017-05-13
507,Fixed Line,Standard,1985-08-11,Kyiv,500,Active,5,2010-03-26
508,Mobile,Economy,2021-08-30,Odesa,50,Active,3,2003-05-24
509,Mobile,Economy,2021-09-19,Poltava,100,Inactive,3,2002-02-19
510,Mobile,Economy,1977-05-30,Poltava,50,Active,4,2004-10-21
511,Mobile,Economy,2007-05-29,Odesa,50,Inactive,5,2005-02-16
512,Fixed Line,Standard,2011-07-30,Kharkiv,300,Active,4,2004-09-06
513,TV,Special,1997-05-25,Lviv,200,Active,5,2006-09-19
514,Fixed Line,Standard,1989-11-12,Kyiv,300,Active,3,2006-07-29
515,Mobile,Standard,2016-11-07,Kharkiv,200,Active,3,2000-07-01
516,Mobile,Standard,2017-05-22,Odesa,500,Inactive,4,2001-11-03
517,Mobile,Economy,1936-02-11,Vinnytsia,200,Potential,5,2012-01-30
518,Mobile,Business,1998-08-13,Chernivtsi,700,Active,4,2004-11-18
519,Mobile,Special,2009-06-19,Kyiv,200,Inactive,1,2002-03-07
520,Internet,Standard,1978-09-28,Kyiv,300,Inactive,5,2010-05-28
521,Mobile,Economy,2002-08-12,Kyiv,200,Active,5,2001-07-26
522,IoT,Premium,2015-06-06,Kharkiv,200,Active,3,2002-11-18
523,Mobile,Economy,2016-08-30,Uzhhorod,500,Active,2,2001-10-08
524,TV,Premium,2009-02-27,Zaporizhzhia,100,Active,4,2011-03-25
525,Internet,Business,1969-03-12,Kharkiv,200,Active,1,2007-02-19
526,Mobile,Economy,2021-04-07,Odesa,300,Potential,4,2003-05-18
527,Fixed Line,Special,2016-04-02,Odesa,300,Active,1,2014-09-29
528,Fixed Line,Special,1961-10-10,Dnipro,200,Active,3,2014-05-13
529,Internet,Business,2019-06-13,Poltava,200,Active,4,2006-10-22
530,Internet,Standard,1995-10-23,Kyiv,100,Active,2,2012-03-09
531,Mobile,Economy,2016-06-05,Sumy,700,Active,2,2006-12-16
532,Internet,Standard,1997-07-06,Zaporizhzhia,200,Active,5,2005-06-01
533,TV,Standard,2009-10-11,Odesa,300,Active,1,2002-12-28
534,Mobile,Economy,2020-01-25,Kharkiv,50,Active,5,2001-09-30
535,Mobile,Standard,1999-02-02,Kropyvnytskyi,100,Active,5,2000-05-04
536,TV,Standard,1991-07-19,Kyiv,200,Active,2,2008-11-01
537,Mobile,Economy,1991-10-14,Lviv,300,Active,3,2000-09-17
538,Internet,Economy,1995-04-04,Kharkiv,200,Active,4,2002-11-22
539,Internet,Economy,2004-01-06,Poltava,50,Active,3,2001-06-18
540,Internet,Premium,2002-12-09,Lviv,100,Active,4,2003-04-27
541,Mobile,Standard,1995-05-12,Khmelnytskyi,100,Active,5,2002-01-26
542,Mobile,Economy,1990-11-30,Cherkasy,100,Active,2,2009-09-10
543,Mobile,Special,1993-11-16,Zhytomyr,100,Active,4,2020-12-10
544,Fixed Line,Economy,1998-10-18,Odesa,300,Inactive,5,2015-07-20
545,Fixed Line,Standard,2018-05-13,Mykolaiv,200,Active,2,2005-05-01
546,Internet,Premium,2016-07-11,Dnipro,200,Active,2,2021-03-23
547,Internet,Premium,2014-10-01,Lviv,900,Active,4,2002-10-21
548,Mobile,Economy,1953-12-19,Khmelnytskyi,200,Potential,5,2004-01-18
549,Mobile,Business,1984-01-01,Kyiv,700,Potential,3,2001-08-16
550,TV,Business,2000-12-19,Chernivtsi,100,Active,3,2012-07-01
551,Mobile,Standard,2015-01-19,Kharkiv,200,Active,2,2001-01-31
552,Mobile,Standard,2019-10-14,Kropyvnytskyi,200,Active,4,2005-02-28
553,Mobile,Economy,1960-04-19,Vinnytsia,200,Active,1,2008-10-18
554,Mobile,Standard,1961-11-24,Ternopil,200,Active,4,2004-12-14
555,Mobile,Standard,2019-10-16,Kyiv,100,Active,4,2000-06-13
556,TV,Premium,1979-04-26,Kharkiv,300,Active,5,2005-03-05
557,TV,Standard,2006-10-20,Ivano-Frankivsk,200,Active,5,2007-12-24
558,TV,Standard,2012-04-13,Sumy,50,Active,5,2001-02-20
559,TV,Economy,1986-03-20,Kyiv,200,Potential,3,2007-04-24
560,TV,Economy,1996-12-01,Dnipro,300,Active,2,2011-07-18
561,Internet,Economy,1981-07-18,Dnipro,100,Inactive,4,2023-07-22
562,Mobile,Economy,2020-11-20,Kyiv,50,Active,4,2002-11-21
563,Fixed Line,Standard,2012-07-02,Kharkiv,500,Active,4,2000-02-20
564,Mobile,Premium,2012-06-21,Mykolaiv,900,Inactive,2,2002-12-22
565,Mobile,Standard,2012-01-18,Odesa,50,Active,4,2005-11-28
566,Mobile,Standard,2003-11-21,Kharkiv,700,Active,3,2012-02-26
567,Internet,Standard,2013-11-23,Kropyvnytskyi,200,Active,4,2015-03-27
568,Mobile,Economy,2006-11-30,Kyiv,700,Active,2,2013-02-27
569,Mobile,Economy,2010-06-13,Zaporizhzhia,300,Active,5,2005-11-15
570,Mobile,Economy,1986-08-12,Ternopil,500,Active,1,2006-04-13
571,TV,Premium,1997-09-04,Ternopil,300,Active,5,2000-01-05
572,Internet,Economy,1993-12-22,Uzhhorod,50,Active,5,2002-06-23
573,TV,Economy,2016-07-12,Ivano-Frankivsk,50,Active,5,2012-12-30
574,Mobile,Standard,2012-03-22,Kyiv,200,Active,5,2006-05-28
575,Mobile,Business,2022-06-02,Vinnytsia,100,Inactive,2,2003-06-15
576,Internet,Standard,2019-11-11,Sumy,200,Active,4,2000-08-08
577,Mobile,Premium,2014-07-28,Kyiv,900,Active,5,2001-07-19
578,Internet,Standard,2021-02-23,Kyiv,100,Potential,2,2004-06-07
579,Fixed Line,Standard,1997-09-26,Mykolaiv,200,Active,4,2012-06-21
580,Fixed Line,Premium,1928-01-01,Uzhhorod,200,Active,4,2000-07-20
581,TV,Business,2020-02-04,Dnipro,300,Active,4,2000-11-29
582,Mobile,Economy,1975-11-13,Chernivtsi,100,Active,5,2005-10-29
583,Mobile,Economy,2019-07-17,Ternopil,100,Active,4,2001-11-27
584,Internet,Economy,1992-08-27,Kropyvnytskyi,500,Active,2,2001-01-06
585,Mobile,Standard,1994-10-16,Khmelnytskyi,500,Active,5,2001-01-28
586,Mobile,Business,1959-03-17,Kharkiv,300,Active,3,2003-09-18
587,Mobile,Economy,2019-09-10,Ternopil,300,Inactive,5,2004-10-18
588,Mobile,Economy,2012-08-17,Cherkasy,200,Active,5,2012-11-07
589,Mobile,Business,2020-05-25,Mykolaiv,300,Inactive,5,2004-02-18
590,Mobile,Standard,2008-09-04,Sumy,200,Inactive,5,2006-06-08
591,Internet,Standard,1956-08-02,Kyiv,100,Active,5,2001-02-02
592,Internet,Business,1981-05-11,Lviv,200,Active,5,2006-11-04
593,Fixed Line,Standard,1987-11-13,Odesa,100,Active,4,2005-09-23
594,Internet,Standard,2002-02-26,Mykolaiv,200,Active,3,2001-05-02
595,Mobile,Economy,1964-02-23,Mykolaiv,100,Inactive,3,2006-01-22
596,Mobile,Economy,2006-08-30,Kharkiv,200,Active,5,2001-04-20
597,Mobile,Standard,2018-07-25,Zaporizhzhia,200,Active,4,2004-12-05
598,TV,Standard,1973-03-28,Mykolaiv,300,Active,4,2006-01-19
599,Fixed Line,Special,2014-01-08,Odesa,200,Active,5,2006-06-22
600,Mobile,Special,2021-06-29,Kyiv,700,Active,5,2013-02-20
601,Mobile,Business,2019-04-25,Kharkiv,50,Active,5,2016-03-03
602,IoT,Economy,1997-04-16,Khmelnytskyi,300,Active,2,2009-02-05
603,Internet,Special,1997-06-05,Sumy,300,Active,4,2011-07-21
604,TV,Standard,2014-10-02,Dnipro,900,Active,3,2000-02-09
605,Mobile,Economy,1987-06-10,Kyiv,200,Active,4,2002-06-19
606,Mobile,Premium,1982-04-30,Poltava,200,Active,2,2000-03-22
607,Fixed Line,Economy,1953-09-05,Mykolaiv,100,Active,5,2001-05-24
608,Internet,Economy,1998-12-05,Cherkasy,100,Active,2,2002-08-19
609,Internet,Business,1981-08-14,Dnipro,200,Active,3,2011-01-26
610,Internet,Standard,1984-09-15,Kyiv,500,Active,5,2003-12-04
611,Internet,Economy,2014-11-03,Khmelnytskyi,100,Active,2,2005-09-24
612,Fixed Line,Standard,2012-11-01,Odesa,100,Active,5,2002-06-20
613,Mobile,Business,2005-03-06,Lviv,100,Active,5,2005-01-21
614,Mobile,Standard,2022-06-23,Mykolaiv,100,Active,4,2009-04-03
615,TV,Economy,2013-05-04,Kropyvnytskyi,700,Active,5,2001-12-17
616,Mobile,Economy,2005-06-02,Cherkasy,500,Active,5,2014-09-28
617,Internet,Economy,2019-11-15,Poltava,200,Active,3,2001-04-24
618,Fixed Line,Special,2019-04-23,Odesa,100,Inactive,4,2013-10-13
619,IoT,Standard,2005-12-20,Kyiv,700,Active,3,2000-02-27
620,Mobile,Standard,1987-01-21,Lviv,50,Active,3,2004-04-14
621,Mobile,Standard,1973-11-17,Zaporizhzhia,300,Active,3,2023-01-22
622,TV,Business,2001-05-13,Kyiv,700,Active,4,2005-02-25
623,TV,Standard,2005-05-17,Zhytomyr,200,Active,5,2004-06-06
624,Fixed Line,Standard,2009-09-22,Lviv,50,Active,5,2006-04-13
625,Mobile,Economy,2017-02-18,Kharkiv,100,Active,4,2001-11-14
626,Mobile,Economy,2018-08-31,Kharkiv,700,Inactive,4,2000-04-20
627,Internet,Business,1980-01-10,Zaporizhzhia,50,Active,5,2001-08-01
628,TV,Business,2005-11-16,Odesa,200,Potential,5,2001-01-22
629,TV,Business,1980-03-26,Zhytomyr,300,Inactive,3,2014-01-29
630,Mobile,Business,1989-08-31,Kharkiv,500,Inactive,3,2010-06-21
631,Mobile,Business,2017-02-06,Uzhhorod,200,Inactive,4,2002-02-03
632,Mobile,Standard,2003-06-16,Poltava,100,Active,4,2009-11-25
633,IoT,Business,2006-12-06,Kyiv,200,Active,5,2001-04-20
634,Internet,Standard,2007-11-27,Poltava,100,Active,4,2001-03-21
635,Mobile,Economy,2001-08-03,Vinnytsia,100,Active,2,2007-12-28
636,Mobile,Economy,1928-01-01,Zhytomyr,500,Active,3,2002-03-02
637,Internet,Special,1977-02-10,Zhytomyr,100,Inactive,5,2000-05-13
638,Mobile,Economy,1958-12-04,Kyiv,50,Active,3,2006-12-20
639,TV,Business,2022-03-07,Kyiv,200,Active,2,2025-01-01
640,Fixed Line,Economy,2018-11-11,Odesa,200,Active,5,2004-07-27
641,Mobile,Economy,2020-07-30,Kropyvnytskyi,300,Active,5,2001-09-04
642,Mobile,Economy,2014-08-22,Kyiv,300,Active,4,2002-07-22
643,TV,Economy,2007-01-13,Chernihiv,300,Active,4,2005-09-22
644,Mobile,Economy,1994-11-16,Zaporizhzhia,300,Inactive,5,2006-08-14
645,Mobile,Economy,2003-12-24,Cherkasy,300,Active,2,2011-11-27
646,TV,Business,1959-01-28,Lviv,100,Active,4,2013-02-11
647,TV,Economy,1946-01-15,Lviv,200,Active,4,2010-10-25
648,TV,Economy,2018-02-11,Kharkiv,300,Potential,1,2005-09-22
649,Mobile,Economy,1970-07-11,Kyiv,50,Active,4,2003-04-10
650,Mobile,Standard,2005-01-03,Kyiv,100,Inactive,5,2006-03-24
651,Mobile,Standard,2006-06-20,Kyiv,200,Potential,4,2006-01-05
652,Mobile,Standard,1980-12-04,Zaporizhzhia,200,Active,5,2001-05-06
653,Fixed Line,Economy,2020-04-29,Dnipro,200,Active,4,2003-11-17
654,Mobile,Economy,1964-05-18,Odesa,300,Active,5,2001-04-11
655,Fixed Line,Premium,1992-07-30,Odesa,200,Active,5,2012-07-23
656,Mobile,Business,1966-01-05,Lviv,700,Inactive,5,2002-02-19
657,Mobile,Economy,1928-01-01,Dnipro,200,Active,5,2008-12-17
658,IoT,Standard,2003-01-08,Lviv,200,Potential,5,2002-08-05
659,Mobile,Economy,2020-04-27,Chernihiv,50,Active,4,2007-11-25
660,Mobile,Economy,2018-01-06,Kyiv,200,Active,4,2001-05-14
661,Mobile,Premium,2012-04-19,Chernivtsi,500,Active,3,2007-11-25
662,Mobile,Standard,2020-01-04,Kyiv,200,Active,5,2001-01-30
663,Mobile,Economy,1976-10-02,Chernivtsi,100,Active,3,2003-09-11
664,Mobile,Economy,2013-05-11,Mykolaiv,200,Active,4,2000-08-29
665,Internet,Special,1928-01-01,Chernihiv,50,Active,3,2004-02-10
666,TV,Business,1989-10-20,Khmelnytskyi,200,Potential,5,2009-05-30
667,Internet,Business,2017-10-15,Kyiv,200,Active,5,2007-09-18
668,Mobile,Standard,2005-04-22,Kyiv,200,Active,5,2000-04-14
669,Internet,Standard,2005-10-12,Lviv,300,Active,4,2003-09-17
670,Mobile,Economy,2004-06-07,Lviv,300,Inactive,4,2010-06-21
671,Internet,Economy,2001-12-30,Odesa,200,Active,4,2005-10-01
672,Internet,Standard,2022-02-19,Zaporizhzhia,200,Active,3,2000-05-02
673,Mobile,Standard,1991-04-06,Kyiv,300,Potential,3,2002-02-26
674,TV,Economy,2004-09-19,Dnipro,300,Inactive,4,2004-06-14
675,TV,Business,1980-02-24,Lviv,100,Active,5,2001-01-14
676,TV,Economy,1976-10-02,Zaporizhzhia,200,Potential,4,2006-04-09
677,Mobile,Economy,2015-10-30,Kropyvnytskyi,200,Active,4,2005-07-07
678,Internet,Economy,2021-08-23,Kharkiv,100,Inactive,5,2001-03-28
679,TV,Standard,1989-09-28,Dnipro,50,Active,4,2004-05-17
680,Mobile,Economy,1928-01-01,Dnipro,100,Active,3,2009-02-21
681,TV,Economy,2006-10-20,Sumy,500,Potential,4,2002-07-28
682,Mobile,Standard,2014-10-10,Kyiv,200,Active,4,2001-07-21
683,Mobile,Standard,2018-05-04,Chernivtsi,200,Active,5,2006-08-13
684,Fixed Line,Standard,2013-09-22,Dnipro,300,Active,3,2000-05-26
685,Fixed Line,Economy,2012-02-15,Odesa,300,Active,5,2009-10-15
686,Fixed Line,Standard,2007-11-27,Kropyvnytskyi,200,Active,5,2015-09-24
687,TV,Standard,1993-11-01,Khmelnytskyi,200,Active,3,2018-04-28
688,Mobile,Economy,2014-04-08,Cherkasy,50,Potential,2,2003-02-07
689,Mobile,Business,2021-07-27,Kyiv,200,Active,4,2005-05-06
690,TV,Standard,2010-03-18,Ternopil,200,Inactive,4,2010-08-30
691,Mobile,Economy,1970-01-06,Odesa,200,Active,4,2001-05-20
692,Internet,Business,2004-02-12,Dnipro,200,Active,4,2000-02-26
693,Internet,Business,1931-05-22,Kyiv,300,Active,4,2002-08-28
694,Mobile,Special,2003-10-29,Kharkiv,200,Inactive,5,2011-10-24
695,Mobile,Standard,2014-03-01,Ternopil,200,Active,4,2003-11-07
696,Internet,Economy,2017-02-13,Odesa,50,Active,3,2004-02-19
697,TV,Economy,1990-07-15,Khmelnytskyi,300,Active,5,2006-06-09
698,Fixed Line,Standard,2001-12-16,Lviv,500,Potential,2,2004-09-05
699,Internet,Special,1997-08-22,Kyiv,300,Active,2,2000-04-22
700,Mobile,Standard,1984-06-24,Cherkasy,900,Active,5,2004-07-03
701,Mobile,Business,1987-07-27,Rivne,100,Inactive,3,2005-09-19
702,Mobile,Economy,2021-10-15,Chernivtsi,100,Active,2,2005-08-14
703,Mobile,Standard,1978-08-02,Ternopil,200,Potential,4,2007-02-19
704,Mobile,Business,2002-03-05,Lviv,100,Potential,1,2004-01-07
705,Mobile,Premium,2009-05-23,Kropyvnytskyi,50,Active,4,2012-08-11
706,Mobile,Special,2001-11-21,Khmelnytskyi,200,Active,4,2003-06-02
707,Mobile,Premium,1997-01-18,Kyiv,100,Active,4,2003-12-31
708,Mobile,Standard,2018-07-27,Vinnytsia,100,Potential,3,2008-04-19
709,Internet,Standard,2008-03-18,Vinnytsia,900,Active,5,2009-10-22
710,Internet,Business,2011-10-23,Kharkiv,100,Inactive,3,2005-09-21
711,Mobile,Standard,2011-03-11,Kropyvnytskyi,100,Active,4,2000-09-27
712,TV,Economy,2020-05-19,Kyiv,100,Active,5,2002-03-17
713,Mobile,Standard,2018-03-27,Poltava,500,Active,4,2000-02-10
714,TV,Standard,2018-03-03,Lviv,300,Active,3,2001-12-01
715,Mobile,Economy,2010-03-19,Kharkiv,100,Active,2,2004-08-16
